,companyFullName,companyShortName,companySize,financeStage,district,positionName,workYear,education,salary,positionAdvantage,industryField,firstType,companyLabelList,secondType,city
107,北京达佳互联信息技术有限公司,快手,2000人以上,上市公司,海淀区,数据挖掘推荐算法工程师/专家-【主app】,3-5年,本科,25k-50k,福利待遇好,短视频,开发|测试|运维类,"股票期权,弹性工作,定期体检,岗位晋升",人工智能,北京
108,北京达佳互联信息技术有限公司,快手,2000人以上,上市公司,海淀区,推荐算法工程师,3-5年,本科,30k-50k,福利待遇好,短视频,开发|测试|运维类,"股票期权,弹性工作,定期体检,岗位晋升",后端开发,北京
109,深圳市换换优品科技有限公司,换换优品,150-500人,不需要融资,南山区,数据算法工程师,1-3年,大专,10k-15k,薪资福利好，发展空间大，团队实力强,电商平台,开发|测试|运维类,"带薪年假,专项奖金,晋升空间大,发展舞台广",数据开发,深圳
110,深圳世盟信息科技有限公司,世盟信息,150-500人,B轮,南山区,深度学习算法工程师,3-5年,硕士,25k-40k,团队实力佳，福利待遇好,软件服务｜咨询,开发|测试|运维类,,人工智能,深圳
111,上海寻梦信息技术有限公司,拼多多,2000人以上,上市公司,长宁区,算法工程师（商户）,3-5年,本科,30k-60k,平台大 机会多 上市公司 氛围好,电商平台,开发|测试|运维类,"股票期权,专项奖金,弹性工作,扁平管理",人工智能,上海
112,雷博智能机器人（浙江绍兴）有限责任公司,雷博智能机器人,15-50人,B轮,南山区,ROS算法工程师,3-5年,硕士,20k-40k,股票期权，绩效奖金，五险一金，发展空间大,"人工智能服务,物联网,智能硬件",开发|测试|运维类,,人工智能,深圳
113,华砺智行（武汉）科技有限公司,华砺智行,15-50人,A轮,武汉经济技术开发区,交通算法工程师,1-3年,本科,10k-20k,薪资高，福利好，晋升通道完善,"移动互联网,硬件",开发|测试|运维类,,人工智能,武汉
114,浪淘金（北京）科技有限责任公司,浪淘金,50-150人,A轮,海淀区,中级图像算法工程师,1-3年,硕士,15k-30k,六险一金 餐补交补 弹性工作 丰厚年终奖,内容社区,开发|测试|运维类,"带薪年假,绩效奖金,年度旅游,岗位晋升",人工智能,北京
115,杭州观远数据有限公司,观远数据,150-500人,B轮,余杭区,算法工程师,3-5年,本科,20k-40k,牛人团队 成长空间 期权激励 独当一面,数据服务｜咨询,开发|测试|运维类,"绩效奖金,带薪年假,弹性工作,扁平管理",人工智能,杭州
116,北京陌陌科技有限公司,陌陌,500-2000人,上市公司,朝阳区,深度学习算法工程师,3-5年,硕士,30k-55k,团队实力强 成长迅速,社交平台,开发|测试|运维类,"岗位晋升,帅哥多,管理规范,技能培训",人工智能,北京
117,平安科技（深圳）有限公司,平安科技,2000人以上,上市公司,东湖新技术开发区,C++渲染开发工程师 |嵌入式开发|自动驾驶算法,3-5年,大专,12k-24k,优厚福利,"科技金融,人工智能服务,软件服务｜咨询",开发|测试|运维类,"六险一金,扁平化管理,丰厚年终,丰富技术交流",后端开发,武汉
118,成都稀疏矩阵科技有限公司,稀疏矩阵,50-150人,不需要融资,高新区,人工智能算法工程师实习生,在校/应届,本科,10k-15k,进入人工智能行业，抓住未来,"数据服务｜咨询,人工智能服务,IT技术服务｜咨询",开发|测试|运维类,,人工智能,成都
119,睿魔智能科技（深圳）有限公司,睿魔智能,50-150人,天使轮,西湖区,深度学习算法工程师,在校/应届,本科,4k-8k,"风口浪尖,五险一金,高额奖金,期权奖励",智能硬件,开发|测试|运维类,"股票期权,扁平化管理,发展无限位,带薪年假",人工智能,杭州
120,杭州米谟科技有限公司,迷鹿音乐,15-50人,A轮,黄浦区,深度学习算法工程师,1-3年,本科,15k-30k,明星产品，前途领域，上升空间大,在线教育,开发|测试|运维类,"带薪年假,扁平管理,五险一金,领导nice",人工智能,上海
121,北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,语音信号处理算法工程师,1-3年,硕士,25k-50k,落地场景，前沿技术,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,北京
122,北京深睿博联科技有限责任公司,深睿医疗,150-500人,C轮,海淀区,深度学习算法工程师,在校/应届,硕士,20k-30k,大牛 福利待遇优厚,"在线医疗,人工智能服务",开发|测试|运维类,"股票期权,年底双薪,定期体检,弹性工作",人工智能,北京
123,达而观信息科技（上海）有限公司,达观数据,150-500人,B轮,浦东新区,算法工程师,1-3年,本科,15k-30k,AI 人工智能 NLP,"人工智能服务,数据服务｜咨询",开发|测试|运维类,"AI人工智能,NLP,技术领先,市场口碑佳",人工智能,上海
124,光子瑞利科技（北京）有限公司,光子瑞利,15-50人,A轮,朝阳区,深度学习算法工程师,5-10年,本科,15k-30k,五险一金/节日福利/定期团建/项目奖金/双休,信息安全,开发|测试|运维类,"股票期权,年终分红,扁平管理,管理规范",人工智能,北京
125,北京易航远智科技有限公司,易航智能,50-150人,B轮,朝阳区,深度学习算法工程师,3-5年,硕士,25k-50k,六险一金，年终奖,人工智能服务,开发|测试|运维类,,人工智能,北京
126,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,海淀区,AI-Lab 算法工程师-持续学习方向,1-3年,本科,20k-40k,"团队氛围好,免费三餐,租房补贴","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",数据开发,北京
127,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,海淀区,AI-Lab算法工程师-敏感文字方向,不限,本科,20k-40k,"下午茶,免费三餐,租房补贴","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",后端开发,北京
128,杭州涂鸦信息技术有限公司,涂鸦智能,2000人以上,C轮,西湖区,算法开发与应用工程师（嵌入式方向）,3-5年,本科,15k-30k,大平台 全球化,"物联网,智能硬件",开发|测试|运维类,"5星办公环境,年底奖金,团队牛B,五险一金",人工智能,杭州
129,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,视频图像算法工程师,不限,硕士,25k-40k,年终奖丰厚 ，硕博占比高，千万级项目多,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",人工智能,北京
130,泰康保险集团股份有限公司,泰康保险集团,2000人以上,不需要融资,昌平区,图像（人脸、OCR）识别算法工程师,不限,硕士,20k-40k,具有市场竞争力的薪酬、上升空间巨大,金融业,开发|测试|运维类,"交通补助,午餐补助,带薪年假,定期体检",人工智能,北京
131,深圳云天励飞技术股份有限公司,云天励飞,500-2000人,B轮,南山区,算法工程师,5-10年,硕士,30k-40k,"独角兽,人工智能,团队融洽,高成长","智能硬件,人工智能服务,物联网",开发|测试|运维类,"节日礼物,带薪年假,年度旅游,开放务实",人工智能,深圳
132,北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,美团平台-数据挖掘算法工程师,不限,不限,20k-40k,核心团队,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,北京
133,深圳云天励飞技术股份有限公司,云天励飞,500-2000人,B轮,南山区,深度学习算法工程师,1-3年,硕士,28k-40k,核心算法研发团队，福利待遇优厚,"智能硬件,人工智能服务,物联网",开发|测试|运维类,"节日礼物,带薪年假,年度旅游,开放务实",人工智能,深圳
134,平安医疗健康管理股份有限公司,平安医疗,500-2000人,A轮,徐汇区,算法工程师,在校/应届,硕士,3k-5k,真实丰富的应用场景、优秀的技术团队,科技金融,开发|测试|运维类,"绩效奖金,定期体检,带薪年假,管理规范",人工智能,上海
135,北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,美团地图-渲染算法研发工程师,不限,本科,25k-35k,大平台，发展空间,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,北京
136,深圳市财盈通科技有限公司,财盈通,500-2000人,不需要融资,龙岗区,算法工程师,不限,本科,10k-15k,大牛带你成长带你飞,"软件服务｜咨询,IT技术服务｜咨询,营销服务｜咨询",开发|测试|运维类,"专项奖金,绩效奖金,年终分红,定期体检",人工智能,深圳
137,51JOB-深圳市数智海洋科技有限公司,51JOB-深圳市数智海洋科技有限公司,15-50人,不需要融资,龙岗区,OpenGL图形算法工程师,1-3年,本科,10k-20k,C|C++,软件开发,开发|测试|运维类,,后端开发,深圳
138,北京聚力维度科技有限公司,聚力维度,50-150人,A轮,海淀区,深度学习算法工程师,在校/应届,硕士,7k-8k,"影视智能,背靠巨头,清华合作,科研文化",人工智能,开发|测试|运维类,"午餐补助,交通补助,带薪年假,零食",人工智能,北京
139,深度好奇（北京）科技有限公司,深度好奇,15-50人,A轮,海淀区,深度学习/自然语言处理算法实习工程师,不限,硕士,4k-7k,五险一金，年底13薪，周末双休，零食供应,人工智能服务,开发|测试|运维类,"机器学习,深度学习,自然语言处理,NLP",人工智能,北京
140,深度好奇（北京）科技有限公司,深度好奇,15-50人,A轮,海淀区,深度学习/自然语言处理算法工程师,不限,硕士,20k-40k,"快速晋升,扁平管理,股票期权,年终奖",人工智能服务,开发|测试|运维类,"机器学习,深度学习,自然语言处理,NLP",人工智能,北京
141,北京猿力未来科技有限公司,猿辅导,2000人以上,D轮及以上,朝阳区,深度学习算法工程师-NLP方向,3-5年,硕士,35k-70k,假期多、空间大、nice领导、六险一金、周末双休,在线教育,开发|测试|运维类,"股票期权,年底双薪,五险一金,带薪年假",人工智能,北京
142,北京众标智能科技有限公司上海分公司,众标智能科技,50-150人,不需要融资,普陀区,算法工程师,1-3年,本科,25k-35k,"前景好,大数据,福利待遇好,大牛多","软件服务｜咨询,数据服务｜咨询",开发|测试|运维类,"股票期权,带薪年假,年度旅游,五险一金",人工智能,上海
143,51JOB-成都新尚置业集团有限公司,51JOB-成都新尚置业集团有限公司,500-2000人,不需要融资,武侯区,高级算法工程师--图像识别方向(技术+管理),3-5年,本科,15k-25k,"五险一金,带薪年假,周末双休",房产家居,开发|测试|运维类,,人工智能,成都
144,深圳市比一比网络科技有限公司,深圳市比一比网络科技有限公司,50-150人,B轮,南山区,算法工程师,3-5年,本科,18k-35k,五险一金 双休 人工智能 算法,"人工智能服务,数据服务｜咨询",开发|测试|运维类,"技能培训,股票期权,带薪年假,岗位晋升",人工智能,深圳
145,广州滴普科技有限公司,滴普科技,500-2000人,A轮,海珠区,算法工程师,5-10年,本科,25k-40k,发展前景广,数据服务｜咨询,开发|测试|运维类,,人工智能,广州
146,成都品果科技有限公司,Camera360,150-500人,B轮,高新区,深度学习图像算法工程师,3-5年,硕士,20k-40k,周末双休，福利年假，健身房，咖啡厅,工具类产品,开发|测试|运维类,"绩效奖金,股票期权,专项奖金,年终奖",人工智能,成都
147,影石创新科技股份有限公司,Insta360影石,500-2000人,D轮及以上,宝安区,00239-深度学习算法工程师,1-3年,本科,20k-35k,年底双薪 绩效奖金 期权激励,智能硬件,开发|测试|运维类,"五险一金,年底双薪,绩效奖金,带薪年假",人工智能,深圳
148,网易（杭州）网络有限公司,网易,2000人以上,上市公司,海淀区,推荐算法工程师,3-5年,本科,20k-40k,"平台大,团队氛围好,福利好","内容资讯,游戏,音频｜视频媒体",开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",人工智能,北京
149,网易（杭州）网络有限公司,网易,2000人以上,上市公司,海淀区,高级算法工程师/算法专家——风控方向,3-5年,本科,30k-60k,"平台大,团队氛围好,福利好","内容资讯,游戏,音频｜视频媒体",开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",人工智能,北京
150,深圳市云积分科技有限公司,云积互动,150-500人,天使轮,雁塔区,算法工程师,3-5年,本科,13k-25k,高能团队 五险一金 多次调薪,营销服务｜咨询,开发|测试|运维类,"带薪年假,年轻团队,股票期权,下午茶",人工智能,西安
151,深圳市云积分科技有限公司,云积互动,150-500人,天使轮,南山区,算法工程师,1-3年,本科,20k-40k,周末双休、团队年轻、主题下午茶，股权激励,营销服务｜咨询,开发|测试|运维类,"带薪年假,年轻团队,股票期权,下午茶",人工智能,深圳
152,深圳前海中电慧安科技有限公司,中电慧安,50-150人,不需要融资,南山区,算法工程师,1-3年,本科,20k-40k,发展前景 技术实力,信息安全,开发|测试|运维类,,人工智能,深圳
153,北京寻宝天行网络技术有限公司,寻宝天行,50-150人,不需要融资,昌平区,AI算法工程师,不限,硕士,20k-40k,"节假日福利,六险一金,免费班车,加班补贴","电商平台,游戏",开发|测试|运维类,"技能培训,节日礼物,绩效奖金,定期体检",人工智能,北京
154,泛华保险销售服务集团有限公司,泛华金融控股集团,500-2000人,上市公司,东湖新技术开发区,AI算法工程师,3-5年,本科,15k-30k,上市公司 福利齐全 新事业部 发展空间大,科技金融,开发|测试|运维类,"节日礼物,绩效奖金,年度旅游,管理规范",人工智能,武汉
155,深圳虾皮信息科技有限公司,Shopee,500-2000人,上市公司,南山区,搜索/推荐算法工程师-生活服务,3-5年,本科,20k-40k,蓝海市场，外企氛围。,电商平台,开发|测试|运维类,"外企氛围,蓝海市场,大牛多多,15天年假",人工智能,深圳
156,北京石头世纪科技股份有限公司,Roborock,500-2000人,上市公司,海淀区,激光SLAM算法工程师,在校/应届,硕士,15k-25k,发展前景、团队实力,智能硬件,开发|测试|运维类,"技能培训,管理规范,定期体检,专项奖金",后端开发,北京
157,北京石头世纪科技股份有限公司,Roborock,500-2000人,上市公司,海淀区,导航算法工程师,在校/应届,本科,15k-25k,发展前景、团队实力,智能硬件,开发|测试|运维类,"技能培训,管理规范,定期体检,专项奖金",人工智能,北京
158,广东时谛智能科技有限公司,时谛智能,150-500人,A轮,海珠区,AI算法工程师,不限,硕士,20k-40k,待遇视能力，上不封顶！,"数据服务｜咨询,人工智能服务",开发|测试|运维类,"专项奖金,股票期权,节日礼物,领导好",人工智能,广州
159,51JOB-浙江云澎科技有限公司,51JOB-浙江云澎科技有限公司,50-150人,不需要融资,婺城区,图像算法工程师,1-3年,硕士,10k-15k,"五险一金,绩效奖金,员工旅游",软件开发,开发|测试|运维类,,人工智能,金华
160,阳光铭岛能源科技有限公司,阳光铭岛,50-150人,不需要融资,滨江区,算法工程师,3-5年,本科,15k-30k,六险一金,汽车丨出行,开发|测试|运维类,,后端开发,杭州
161,广州柏视医疗科技有限公司,柏视医疗,50-150人,A轮,海珠区,深度学习算法工程师,不限,硕士,15k-25k,"地铁上盖,高成长,五险一金,周末双休","医疗丨健康,数据服务",开发|测试|运维类,"五险一金,领导好,岗位晋升,带薪年假",人工智能,广州
162,深圳市新国都股份有限公司,新国都,2000人以上,上市公司,南山区,AI算法工程师 (MJ000188),在校/应届,硕士,15k-25k,上市公司；行业前景好；发展空间大,科技金融,开发|测试|运维类,"绩效奖金,股票期权,年底双薪,专项奖金",人工智能,深圳
163,上海友塔网络科技有限公司,友塔游戏,500-2000人,不需要融资,长宁区,算法工程师,在校/应届,本科,12k-20k,"扁平化管理,可口午晚餐,办公环境好",游戏,开发|测试|运维类,"带薪年假,免费工作餐,男生宿舍,发展机会",人工智能,上海
164,深圳市优学天下教育发展股份有限公司,优学派智慧教育,500-2000人,未融资,高新区,深度学习算法工程师,1-3年,本科,15k-25k,周未双休 五险一金 年终双薪,"在线教育,智能硬件",开发|测试|运维类,,人工智能,成都
165,成都中亚通茂科技股份有限公司,中亚通茂,150-500人,上市公司,武侯区,通信算法工程师,3-5年,本科,20k-35k,五险一金，年底双薪、股票期权,网络通信,开发|测试|运维类,,人工智能,成都
166,上海赛连信息科技有限公司,小鱼易连,500-2000人,D轮及以上,朝阳区,高级AI算法工程师,3-5年,硕士,25k-45k,朝阳行业；云视频；,"工具类产品,智能硬件",开发|测试|运维类,"股票期权,带薪年假,定期体检,午晚餐",人工智能,北京
167,维沃移动通信有限公司,vivo,2000人以上,不需要融资,朝阳区,机器学习算法工程师（北京）,3-5年,硕士,30k-60k,高激励 扁平化 福利好,智能硬件,开发|测试|运维类,"年终分红,带薪年假,年度旅游,岗位晋升",人工智能,北京
168,南京江行联加智能科技有限公司,江行智能,50-150人,A轮,宝安区,ai算法工程师,3-5年,硕士,18k-25k,成长期创业团队 晋升空间大 福利待遇优,智能硬件,开发|测试|运维类,"交通补助,弹性工作,五险一金,股票期权",人工智能,深圳
169,厦门福信光电集成有限公司,厦门福信光电,150-500人,未融资,思明区,深度学习算法工程师,1-3年,本科,12k-18k,前沿技术 大咖指导 智能制造,硬件,开发|测试|运维类,"带薪年假,定期体检,绩效奖金,年度旅游",人工智能,厦门
170,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,海淀区,Camera算法集成工程师（AI方向）-互娱研发,3-5年,硕士,30k-60k,"六险一金,弹性工作,免费三餐,租房补贴","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",后端开发,北京
171,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,海淀区,算法工程师,1-3年,本科,18k-36k,弹性工作，免费三餐，租房补贴，休闲下午茶，扁平管理，职业大牛，晋升空间，五险一金,"内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",人工智能,北京
172,北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,美团地图-数据挖掘算法工程师,1-3年,本科,30k-45k,平台大 发展空间,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",后端开发,北京
173,北京三快在线科技有限公司,美团,2000人以上,上市公司,长宁区,信息安全部-算法工程师,不限,不限,40k-55k,发展空间大,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,上海
174,网易（杭州）网络有限公司,网易,2000人以上,上市公司,滨江区,资深算法工程师（推荐） - 音乐事业部003,3-5年,本科,30k-60k,发展空间大,"内容资讯,游戏,音频｜视频媒体",开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",人工智能,杭州
175,网易（杭州）网络有限公司,网易,2000人以上,上市公司,滨江区,资深推荐算法工程师（内容推荐方向）,3-5年,本科,35k-60k,空间大,"内容资讯,游戏,音频｜视频媒体",开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",人工智能,杭州
176,北京翼鸥教育科技有限公司,翼鸥教育,150-500人,C轮,海淀区,音频AI算法工程师 (MJ000292),3-5年,本科,35k-55k,六险一金 免费午餐 广阔平台,IT技术服务｜咨询,开发|测试|运维类,"节日礼物,技能培训,不限量零食,岗位晋升",后端开发,北京
177,暗物智能科技（广州）有限公司,DMAI智能科技,150-500人,A轮,南沙区,机器人算法工程师,不限,本科,25k-40k,"股票期权,试用期全薪,技术驱动","人工智能服务,在线教育",开发|测试|运维类,"带薪年假,绩效奖金,AI,高福利待遇",人工智能,广州
178,北京意想飞扬文化传播有限公司,意想飞扬,15-50人,未融资,海淀区,深度学习算法工程师,不限,硕士,50k-70k,发展好，领导好,文娱丨内容,开发|测试|运维类,,人工智能,北京
179,广州太平洋电脑信息咨询有限公司,太平洋网络有限公司,500-2000人,上市公司,天河区,算法工程师,3-5年,本科,15k-25k,发展前景好,"内容资讯,电商平台,消费生活",开发|测试|运维类,"年底双薪,绩效奖金,五险一金,带薪年假",后端开发,广州
180,睿魔智能科技（深圳）有限公司,睿魔智能,50-150人,天使轮,余杭区,深度学习算法工程师（杭州）,不限,本科,7k-14k,"风口浪尖,五险一金,高额奖金,期权奖励",智能硬件,开发|测试|运维类,"股票期权,扁平化管理,发展无限位,带薪年假",人工智能,杭州
181,上海纸上绝知智能科技有限公司,Gostudy,15-50人,A轮,浦东新区,深度学习/机器学习算法工程师,不限,硕士,20k-40k,期权，餐饮补贴，五险一金，带薪年假,人工智能服务,开发|测试|运维类,"绩效奖金,股票期权,带薪年假,午餐补助",人工智能,上海
182,北京迁移科技有限公司,迁移科技,15-50人,天使轮,海淀区,深度学习算法工程师,不限,本科,13k-25k,发展前景 清华浙大 晋升空间 团队氛围,智能硬件,开发|测试|运维类,"股票期权,带薪年假,各项补贴,带薪病假",人工智能,北京
183,北京易创新科信息技术有限公司,易创新科,50-150人,不需要融资,海淀区,算法工程师,1-3年,本科,30k-50k,国企背景，引领行业走势，产业图谱,数据服务,开发|测试|运维类,,人工智能,北京
184,北京金堤科技有限公司,天眼查,500-2000人,不需要融资,海淀区,算法工程师,不限,硕士,25k-50k,公司业务好，技术氛围好,数据服务｜咨询,开发|测试|运维类,"专项奖金,股票期权,带薪年假,定期体检",人工智能,北京
185,北京数美时代科技有限公司,数美,150-500人,C轮,朝阳区,语音算法工程师,1-3年,本科,30k-60k,风控独角兽、飞速发展、待遇给力,软件服务｜咨询,开发|测试|运维类,"年底双薪,大数据,带薪年假,通讯津贴",人工智能,北京
186,南京维拓科技股份有限公司,维拓科技,500-2000人,上市公司,雨花台区,算法工程师,3-5年,本科,18k-36k,上市阶段，团队好，前景无限,"人工智能服务,智能硬件",开发|测试|运维类,,人工智能,南京
187,武汉汉王大数据技术有限公司,汉王,15-50人,不需要融资,东湖新技术开发区,算法工程师,3-5年,本科,10k-20k,专业团队、良好的成长平台,"移动互联网,数据服务",开发|测试|运维类,,人工智能,武汉
188,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,海淀区,算法工程师,不限,本科,20k-40k,"下午茶,健身瑜伽,六险一金,团队氛围好","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",人工智能,北京
189,北京字节跳动科技有限公司,字节跳动,2000人以上,D轮及以上,南山区,算法工程师,3-5年,本科,20k-40k,"下午茶,五险一金,带薪休假,扁平管理","内容资讯,短视频",开发|测试|运维类,"扁平管理,弹性工作,就近租房补贴,六险一金",人工智能,深圳
190,北京三快在线科技有限公司,美团,2000人以上,上市公司,朝阳区,NLP算法工程师（知识图谱）,1-3年,硕士,25k-50k,大厂 AI大牛,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,北京
191,北京三快在线科技有限公司,美团,2000人以上,上市公司,长宁区,推荐算法资深工程师-点评技术部,不限,不限,40k-60k,良好的发展空间,消费生活,开发|测试|运维类,"技能培训,绩效奖金,岗位晋升,领导好",数据开发,上海
192,网易（杭州）网络有限公司,网易,2000人以上,上市公司,滨江区,资深算法工程师（供应链）,3-5年,本科,25k-50k,期权,"内容资讯,游戏,音频｜视频媒体",开发|测试|运维类,"节日礼物,技能培训,免费班车,带薪年假",人工智能,杭州
193,广州国音智能科技有限公司,国音智能科技  SpeakIn,150-500人,B轮,浦东新区,语音识别算法工程师,1-3年,本科,20k-40k,平台大 机会多 行业大牛 人性化 待遇好,"人工智能服务,物联网",开发|测试|运维类,"带薪年假,海归牛人,前沿产品,年轻公司",人工智能,上海
194,北京猫眼文化传媒有限公司,猫眼电影,500-2000人,未融资,东城区,算法工程师,3-5年,硕士,20k-40k,高成长,消费生活,开发|测试|运维类,,人工智能,北京
195,广州国音智能科技有限公司,国音智能科技  SpeakIn,150-500人,B轮,浦东新区,声纹识别算法工程师,1-3年,硕士,20k-40k,技术大牛 机会多 平台大 人性化管理,"人工智能服务,物联网",开发|测试|运维类,"带薪年假,海归牛人,前沿产品,年轻公司",人工智能,上海
196,厦门市最有料信息科技有限公司,最有料,50-150人,不需要融资,思明区,ai算法工程师,3-5年,硕士,25k-43k,下午茶，过节费，弹性工作时间，年底双薪,企业服务,开发|测试|运维类,"年底双薪,绩效奖金,带薪年假,股票期权",人工智能,厦门
197,北京美餐巧达科技有限公司,美餐,500-2000人,D轮及以上,朝阳区,AI算法工程师——美餐网（AI平台）,3-5年,本科,25k-50k,核心团队、Geek文化、强大福利,"消费生活,软件服务｜咨询",开发|测试|运维类,"弹性工作,扁平管理,带薪年假,股票期权",人工智能,北京
198,杭州数澜科技有限公司,数澜科技,150-500人,B轮,余杭区,算法工程师,3-5年,本科,15k-30k,扁平化管理、发展空间大、福利待遇好,数据服务｜咨询,开发|测试|运维类,"股票期权,扁平管理,弹性工作,五险一金",人工智能,杭州
199,广州市乐无边教育科技有限公司,高考直通车,50-150人,未融资,天河区,算法工程师,1-3年,本科,10k-20k,"周末双休,高发展前景,公司氛围好,福利好",内容资讯,开发|测试|运维类,"移动互联网,互联网教育,发展前景广阔,弹性工作",人工智能,广州
200,深圳硅纳智慧科技有限公司,硅纳智慧,15-50人,未融资,福田区,ai算法工程师,1-3年,本科,12k-16k,晋升空间,"人工智能,软件开发",开发|测试|运维类,,人工智能,深圳
201,广州市奥威亚电子科技有限公司,广州市奥威亚电子科技有限公司,500-2000人,上市公司,黄埔区,AI/图像处理算法工程师,不限,硕士,18k-35k,六险一金 周末双休 年终奖金 节日福利,人工智能服务,开发|测试|运维类,"五险一金,周末双休,年终奖金,班车接送",人工智能,广州
202,深圳平安综合金融服务有限公司,平安金服,2000人以上,上市公司,罗湖区,ai算法工程师,5-10年,本科,30k-50k,大平台、银行、六险一金,科技金融,开发|测试|运维类,,人工智能,深圳
203,北京可利邦信息技术有限公司,北京可利邦信息技术有限公司,150-500人,不需要融资,海淀区,ai算法工程师,3-5年,本科,20k-40k,项目前景好，实际应用场景优。,IT技术服务｜咨询,开发|测试|运维类,,人工智能,北京
204,数睿科技（深圳）有限公司,数睿科技,150-500人,上市公司,福田区,算法工程师,3-5年,本科,20k-30k,"上市公司,高奖金,扁平化管理,高大上环境",生活服务,开发|测试|运维类,"年底双薪,绩效奖金,股票期权,五险一金",人工智能,深圳
205,上海媒智科技有限公司,媒智科技,15-50人,A轮,徐汇区,深度学习算法工程师,1-3年,硕士,20k-40k,"股权激励,氛围好,人性化,发展空间",人工智能服务,开发|测试|运维类,,人工智能,上海
206,上海氪信信息技术有限公司,CraiditX,50-150人,C轮,长宁区,AI算法平台研发工程师,3-5年,本科,20k-36k,"弹性工作,精英团队,福利优厚,股票期权",人工智能服务,开发|测试|运维类,"股票期权,带薪年假,定期体检,专项奖金",后端开发,上海
207,深圳市海柔创新科技有限公司,海柔创新,150-500人,A轮,宝安区,机器人控制算法工程师,不限,本科,15k-30k,"产品好,团队好,学习型,期权多",智能硬件,开发|测试|运维类,"产品导向,产品型团队,客户导向,工程师文化",人工智能,深圳
208,超参数科技（深圳）有限公司,超参数,15-50人,A轮,南山区,算法工程师,1-3年,本科,25k-50k,股票期权 带薪年假,"游戏,人工智能服务",开发|测试|运维类,"五险一金,商业保险,定期体检,年底双薪",人工智能,深圳
209,北京必示科技有限公司,必示科技,150-500人,B轮,海淀区,高级算法工程师-LBS,3-5年,本科,25k-50k,AI,"软件服务｜咨询,人工智能服务",开发|测试|运维类,"五险一金,带薪年假,无限零食,极客氛围",人工智能,北京
210,杭州锘崴信息科技有限公司,锘崴科技,50-150人,A轮,滨江区,算法工程师,3-5年,本科,15k-30k,**生物医学信息专家带队，行业前景广阔,数据服务｜咨询,开发|测试|运维类,"技能培训,扁平管理,领导好,岗位晋升",人工智能,杭州
211,北京世联互动网络有限公司成都分公司,NAVER China,2000人以上,上市公司,高新区,图像算法工程师,3-5年,本科,11k-20k,技术氛围浓厚，薪酬福利优厚,信息检索,开发|测试|运维类,"节日礼物,带薪年假,绩效奖金,年度旅游",人工智能,成都
212,北京世联互动网络有限公司成都分公司,NAVER China,2000人以上,上市公司,高新区,图像识别分割算法工程师,在校/应届,硕士,9k-15k,技术氛围浓厚，薪酬福利优厚,信息检索,开发|测试|运维类,"节日礼物,带薪年假,绩效奖金,年度旅游",后端开发,成都
213,杭州鲸算科技有限公司,鲸算科技,500-2000人,D轮及以上,朝阳区,算法工程师,1-3年,本科,20k-30k,领导nice 成长空间大 团队氛围好 免费体检,"人工智能服务,智能硬件",开发|测试|运维类,"定期体检,带薪年假,交通补助,股票期权",人工智能,北京
214,紫为云（北京）智能科技有限公司,紫为云（北京）智能科技有限公司,15-50人,不需要融资,黄埔区,算法工程师,1-3年,本科,15k-25k,前沿行业、清华团队、薪资福利好,人工智能服务,开发|测试|运维类,"绩效奖金,交通补助,午餐补助,通讯津贴",人工智能,广州
